date,instrument_id,monthly_return
1990-07-31,SP500_ER,-0.00469425
1990-08-31,SP500_ER,-0.04534021
1990-09-28,SP500_ER,-0.02562414
1990-10-31,SP500_ER,0.00006760
1990-11-30,SP500_ER,0.02332184
1990-12-31,SP500_ER,0.00528471
1991-01-31,SP500_ER,0.01839926
1991-02-28,SP500_ER,0.02858433
1991-03-29,SP500_ER,0.00765322
1991-04-30,SP500_ER,-0.00043578
1991-05-31,SP500_ER,0.01718984
1991-06-28,SP500_ER,-0.02479794
1991-07-31,SP500_ER,0.02028003
1991-08-30,SP500_ER,0.00880000
1991-09-30,SP500_ER,-0.00969926
1991-10-31,SP500_ER,0.00369595
1991-11-29,SP500_ER,-0.02160304
1991-12-31,SP500_ER,0.05149918
1992-01-31,SP500_ER,-0.01145380
1992-02-28,SP500_ER,0.00452598
1992-03-31,SP500_ER,-0.01141415
1992-04-30,SP500_ER,0.01288284
1992-05-29,SP500_ER,0.00011999
1992-06-30,SP500_ER,-0.00743851
1992-07-31,SP500_ER,0.01740602
1992-08-31,SP500_ER,-0.01158370
1992-09-30,SP500_ER,0.00492818
1992-10-30,SP500_ER,-0.00065786
1992-11-30,SP500_ER,0.01573908
1992-12-31,SP500_ER,0.00718789
1993-01-29,SP500_ER,0.00070196
1993-02-26,SP500_ER,0.00637166
1993-03-31,SP500_ER,0.00970028
1993-04-30,SP500_ER,-0.01605016
1993-05-31,SP500_ER,0.01338868
1993-06-30,SP500_ER,0.00023077
1993-07-30,SP500_ER,-0.00346081
1993-08-31,SP500_ER,0.01765353
1993-09-30,SP500_ER,-0.00540325
1993-10-29,SP500_ER,0.00995025
1993-11-30,SP500_ER,-0.00702112
1993-12-31,SP500_ER,0.00467583
1994-01-31,SP500_ER,0.01674329
1994-02-28,SP500_ER,-0.01736072
1994-03-31,SP500_ER,-0.02346191
1994-04-29,SP500_ER,0.00418848
1994-05-31,SP500_ER,0.00677789
1994-06-30,SP500_ER,-0.01478796
1994-07-29,SP500_ER,0.01617802
1994-08-31,SP500_ER,0.01747227
1994-09-30,SP500_ER,-0.01463029
1994-10-31,SP500_ER,0.01054804
1994-11-30,SP500_ER,-0.02098934
1994-12-30,SP500_ER,0.00498320
1995-01-31,SP500_ER,0.01251153
1995-02-28,SP500_ER,0.01862081
1995-03-31,SP500_ER,0.01324911
1995-04-28,SP500_ER,0.01362759
1995-05-31,SP500_ER,0.01807098
1995-06-30,SP500_ER,0.00983747
1995-07-31,SP500_ER,0.01694197
1995-08-31,SP500_ER,-0.00031237
1995-09-29,SP500_ER,0.02145610
1995-10-31,SP500_ER,-0.00443561
1995-11-30,SP500_ER,0.02396682
1995-12-29,SP500_ER,0.00500125
1996-01-31,SP500_ER,0.01940781
1996-02-29,SP500_ER,0.00029290
1996-03-29,SP500_ER,0.00673466
1996-04-30,SP500_ER,0.00349023
1996-05-31,SP500_ER,0.01169026
1996-06-28,SP500_ER,0.00372439
1996-07-31,SP500_ER,-0.03272918
1996-08-30,SP500_ER,0.00880342
1996-09-30,SP500_ER,0.03320008
1996-10-31,SP500_ER,0.01722267
1996-11-29,SP500_ER,0.04508767
1996-12-31,SP500_ER,-0.01841988
1997-01-31,SP500_ER,0.03888763
1997-02-28,SP500_ER,0.00252448
1997-03-31,SP500_ER,-0.03486302
1997-04-30,SP500_ER,0.04030589
1997-05-30,SP500_ER,0.04133875
1997-06-30,SP500_ER,0.02557927
1997-07-31,SP500_ER,0.05482225
1997-08-29,SP500_ER,-0.04210809
1997-09-30,SP500_ER,0.03346023
1997-10-31,SP500_ER,-0.02365258
1997-11-28,SP500_ER,0.02454329
1997-12-31,SP500_ER,0.01031088
1998-01-30,SP500_ER,0.00667587
1998-02-27,SP500_ER,0.04779328
1998-03-31,SP500_ER,0.03528299
1998-04-30,SP500_ER,0.00611341
1998-05-29,SP500_ER,-0.01983517
1998-06-30,SP500_ER,0.02885849
1998-07-31,SP500_ER,-0.01385137
1998-08-31,SP500_ER,-0.11868811
1998-09-30,SP500_ER,0.04956570
1998-10-30,SP500_ER,0.06013211
1998-11-30,SP500_ER,0.04103703
1998-12-31,SP500_ER,0.04801871
1999-01-29,SP500_ER,0.02448471
1999-02-26,SP500_ER,-0.02947395
1999-03-31,SP500_ER,0.02990691
1999-04-30,SP500_ER,0.02769231
1999-05-31,SP500_ER,-0.02451347
1999-06-30,SP500_ER,0.04546326
1999-07-30,SP500_ER,-0.03119266
1999-08-31,SP500_ER,-0.00694444
1999-09-30,SP500_ER,-0.02288620
1999-10-29,SP500_ER,0.05009759
1999-11-30,SP500_ER,0.00929368
1999-12-31,SP500_ER,0.04604052
2000-01-31,SP500_ER,-0.04929577
2000-02-29,SP500_ER,-0.01790123
2000-03-31,SP500_ER,0.07793840
2000-04-28,SP500_ER,-0.03206997
2000-05-31,SP500_ER,-0.02289157
2000-06-30,SP500_ER,0.01541307
2000-07-31,SP500_ER,-0.01760777
2000-08-31,SP500_ER,0.05067985
2000-09-29,SP500_ER,-0.05294118
2000-10-31,SP500_ER,-0.00807453
2000-11-30,SP500_ER,-0.07514089
2000-12-29,SP500_ER,-0.00473934
2001-01-31,SP500_ER,0.02585034
2001-02-28,SP500_ER,-0.08952255
2001-03-30,SP500_ER,-0.05972323
2001-04-30,SP500_ER,0.06506584
2001-05-31,SP500_ER,0.00363636
2001-06-29,SP500_ER,-0.02536232
2001-07-31,SP500_ER,-0.01263941
2001-08-31,SP500_ER,-0.06024096
2001-09-28,SP500_ER,-0.07852564
2001-10-31,SP500_ER,0.01478261
2001-11-30,SP500_ER,0.06769494
2001-12-31,SP500_ER,0.00601926
2002-01-31,SP500_ER,-0.01495812
2002-02-28,SP500_ER,-0.01903219
2002-03-29,SP500_ER,0.03261094
2002-04-30,SP500_ER,-0.05756546
2002-05-31,SP500_ER,-0.00827147
2002-06-28,SP500_ER,-0.06715141
2002-07-31,SP500_ER,-0.07198533
2002-08-30,SP500_ER,0.00444664
2002-09-30,SP500_ER,-0.09960649
2002-10-31,SP500_ER,0.07702813
2002-11-29,SP500_ER,0.05123003
2002-12-31,SP500_ER,-0.05404101
2003-01-31,SP500_ER,-0.02473859
2003-02-28,SP500_ER,-0.01438285
2003-03-31,SP500_ER,0.00769435
2003-04-30,SP500_ER,0.07266983
2003-05-30,SP500_ER,0.04639175
2003-06-30,SP500_ER,0.01055595
2003-07-31,SP500_ER,0.01485608
2003-08-29,SP500_ER,0.01692589
2003-09-30,SP500_ER,-0.01102114
2003-10-31,SP500_ER,0.05048897
2003-11-28,SP500_ER,0.00714440
2003-12-31,SP500_ER,0.04643164
2004-01-30,SP500_ER,0.01602301
2004-02-27,SP500_ER,0.01172665
2004-03-31,SP500_ER,-0.01458833
2004-04-30,SP500_ER,-0.01541270
2004-05-31,SP500_ER,0.01174047
2004-06-30,SP500_ER,0.01669381
2004-07-30,SP500_ER,-0.03163797
2004-08-31,SP500_ER,0.00248139
2004-09-30,SP500_ER,0.00866337
2004-10-29,SP500_ER,0.01247444
2004-11-30,SP500_ER,0.03534639
2004-12-31,SP500_ER,0.02926258
2005-01-31,SP500_ER,-0.02426080
2005-02-28,SP500_ER,0.01728827
2005-03-31,SP500_ER,-0.01871300
2005-04-29,SP500_ER,-0.01984822
2005-05-31,SP500_ER,0.02739726
2005-06-30,SP500_ER,-0.00193237
2005-07-29,SP500_ER,0.03194579
2005-08-31,SP500_ER,-0.01144465
2005-09-30,SP500_ER,0.00493452
2005-10-31,SP500_ER,-0.01850803
2005-11-30,SP500_ER,0.03174909
2005-12-30,SP500_ER,-0.00335696
2006-01-31,SP500_ER,0.02151946
2006-02-28,SP500_ER,-0.00073273
2006-03-31,SP500_ER,0.00769936
2006-04-28,SP500_ER,0.00927779
2006-05-31,SP500_ER,-0.03172314
2006-06-30,SP500_ER,-0.00223380
2006-07-31,SP500_ER,0.00167910
2006-08-31,SP500_ER,0.01769417
2006-09-29,SP500_ER,0.02104685
2006-10-31,SP500_ER,0.02706578
2006-11-30,SP500_ER,0.01378709
2006-12-29,SP500_ER,0.00912377
2007-01-31,SP500_ER,0.00989423
2007-02-28,SP500_ER,-0.02297297
2007-03-30,SP500_ER,0.00674274
2007-04-30,SP500_ER,0.03932681
2007-05-31,SP500_ER,0.02941176
2007-06-29,SP500_ER,-0.02054575
2007-07-31,SP500_ER,-0.03507047
2007-08-31,SP500_ER,0.01002038
2007-09-28,SP500_ER,0.03245334
2007-10-31,SP500_ER,0.01107492
2007-11-30,SP500_ER,-0.04590851
2007-12-31,SP500_ER,-0.01148067
2008-01-31,SP500_ER,-0.06678053
2008-02-29,SP500_ER,-0.03532211
2008-03-31,SP500_ER,-0.00701954
2008-04-30,SP500_ER,0.04623615
2008-05-30,SP500_ER,0.01168736
2008-06-30,SP500_ER,-0.08628159
2008-07-31,SP500_ER,-0.01264322
2008-08-29,SP500_ER,0.01240496
2008-09-30,SP500_ER,-0.09169960
2008-10-31,SP500_ER,-0.17493473
2008-11-28,SP500_ER,-0.07515823
2008-12-31,SP500_ER,0.00541774
2009-01-30,SP500_ER,-0.08791832
2009-02-27,SP500_ER,-0.10976368
2009-03-31,SP500_ER,0.08312958
2009-04-30,SP500_ER,0.10254757
2009-05-29,SP500_ER,0.05615677
2009-06-30,SP500_ER,0.00138466
2009-07-31,SP500_ER,0.07632743
2009-08-31,SP500_ER,0.03725591
2009-09-30,SP500_ER,0.03616547
2009-10-30,SP500_ER,-0.01912503
2009-11-30,SP500_ER,0.06019985
2009-12-31,SP500_ER,0.01908046
2010-01-29,SP500_ER,-0.03631852
2010-02-26,SP500_ER,0.03089888
2010-03-31,SP500_ER,0.06017257
2010-04-30,SP500_ER,0.01563504
2010-05-31,SP500_ER,-0.07823703
2010-06-30,SP500_ER,-0.05490734
2010-07-30,SP500_ER,0.06947470
2010-08-31,SP500_ER,-0.04526935
2010-09-30,SP500_ER,0.08866761
2010-10-29,SP500_ER,0.03810976
2010-11-30,SP500_ER,-0.00083910
2010-12-31,SP500_ER,0.06592484
2011-01-31,SP500_ER,0.02324207
2011-02-28,SP500_ER,0.03349374
2011-03-31,SP500_ER,0.00037251
2011-04-29,SP500_ER,0.02830013
2011-05-31,SP500_ER,-0.01140684
2011-06-30,SP500_ER,-0.01703297
2011-07-29,SP500_ER,-0.02012297
2011-08-31,SP500_ER,-0.05286176
2011-09-30,SP500_ER,-0.06986549
2011-10-31,SP500_ER,0.10641053
2011-11-30,SP500_ER,-0.00253609
2011-12-30,SP500_ER,0.00997457
2012-01-31,SP500_ER,0.04260263
2012-02-29,SP500_ER,0.04049034
2012-03-30,SP500_ER,0.03409497
2012-04-30,SP500_ER,-0.00673226
2012-05-31,SP500_ER,-0.06134863
2012-06-29,SP500_ER,0.04369561
2012-07-31,SP500_ER,0.00975696
2012-08-31,SP500_ER,0.02301476
2012-09-28,SP500_ER,0.02524472
2012-10-31,SP500_ER,-0.02177554
2012-11-30,SP500_ER,0.00958904
2012-12-31,SP500_ER,0.01017639
2013-01-31,SP500_ER,0.04852250
2013-02-28,SP500_ER,0.01040833
2013-03-29,SP500_ER,0.03565769
2013-04-30,SP500_ER,0.01805662
2013-05-31,SP500_ER,0.02209530
2013-06-28,SP500_ER,-0.01411765
2013-07-31,SP500_ER,0.04847852
2013-08-30,SP500_ER,-0.02802675
2013-09-30,SP500_ER,0.02898126
2013-10-31,SP500_ER,0.04594595
2013-11-29,SP500_ER,0.02665579
2013-12-31,SP500_ER,0.02556630
2014-01-31,SP500_ER,-0.03539137
2014-02-28,SP500_ER,0.04432244
2014-03-31,SP500_ER,0.00564175
2014-04-30,SP500_ER,0.00726763
2014-05-30,SP500_ER,0.01901899
2014-06-30,SP500_ER,0.02232850
2014-07-31,SP500_ER,0.00334143
2014-08-29,SP500_ER,0.01907357
2014-09-30,SP500_ER,-0.01081402
2014-10-31,SP500_ER,0.01922153
2014-11-28,SP500_ER,0.02675625
2014-12-31,SP500_ER,-0.00045919
2015-01-30,SP500_ER,-0.03169863
2015-02-27,SP500_ER,0.05628039
2015-03-31,SP500_ER,-0.01813486
2015-04-30,SP500_ER,0.00880604
2015-05-29,SP500_ER,0.01144995
2015-06-30,SP500_ER,-0.01804528
2015-07-31,SP500_ER,0.01712133
2015-08-31,SP500_ER,-0.05515655
2015-09-30,SP500_ER,-0.02535780
2015-10-30,SP500_ER,0.08481599
2015-11-30,SP500_ER,-0.00056167
2015-12-31,SP500_ER,-0.01629763
2016-01-29,SP500_ER,-0.04958867
2016-02-29,SP500_ER,-0.00024044
2016-03-31,SP500_ER,0.06421356
2016-04-29,SP500_ER,0.00361582
2016-05-31,SP500_ER,0.01497410
2016-06-30,SP500_ER,0.00144204
2016-07-29,SP500_ER,0.03699601
2016-08-31,SP500_ER,-0.00010681
2016-09-30,SP500_ER,-0.00202970
2016-10-31,SP500_ER,-0.01520017
2016-11-30,SP500_ER,0.03315217
2016-12-30,SP500_ER,0.01704366
2017-01-31,SP500_ER,0.01686149
2017-02-28,SP500_ER,0.03499491
2017-03-31,SP500_ER,0.00058974
2017-04-28,SP500_ER,0.00815324
2017-05-31,SP500_ER,0.01286174
2017-06-30,SP500_ER,0.00346320
2017-07-31,SP500_ER,0.01840667
2017-08-31,SP500_ER,0.00065895
2017-09-29,SP500_ER,0.01834431
2017-10-31,SP500_ER,0.02050808
2017-11-30,SP500_ER,0.02480311
2017-12-29,SP500_ER,0.01660631
2018-01-31,SP500_ER,0.04492137
2018-02-28,SP500_ER,-0.03334442
2018-03-30,SP500_ER,-0.03234409
2018-04-30,SP500_ER,0.00355587
2018-05-31,SP500_ER,0.02746036
2018-06-29,SP500_ER,0.00077593
2018-07-31,SP500_ER,0.02601654
2018-08-31,SP500_ER,0.03232578
2018-09-28,SP500_ER,0.00414803
2018-10-31,SP500_ER,-0.07314110
2018-11-30,SP500_ER,0.01546797
2018-12-31,SP500_ER,-0.07581756
2019-01-31,SP500_ER,0.06676599
2019-02-28,SP500_ER,0.03613827
2019-03-29,SP500_ER,0.01541702
2019-04-30,SP500_ER,0.03368456
2019-05-31,SP500_ER,-0.06083955
2019-06-28,SP500_ER,0.06811384
2019-07-31,SP500_ER,0.00880141
2019-08-30,SP500_ER,-0.01784581
2019-09-30,SP500_ER,0.01502059
2019-10-31,SP500_ER,0.02339088
2019-11-29,SP500_ER,0.03008629
2019-12-31,SP500_ER,0.02437736
2020-01-31,SP500_ER,0.01790319
2020-02-28,SP500_ER,-0.10683266
2020-03-31,SP500_ER,-0.09100486
2020-04-30,SP500_ER,0.11750022
2020-05-29,SP500_ER,0.02209813
2020-06-30,SP500_ER,0.00858570
2020-07-31,SP500_ER,0.06694010
2020-08-31,SP500_ER,0.07485312
2020-09-30,SP500_ER,-0.04150078
2020-10-30,SP500_ER,-0.03337088
2020-11-30,SP500_ER,0.10823015
2020-12-31,SP500_ER,0.03995794
2021-01-29,SP500_ER,-0.01320779
2021-02-26,SP500_ER,0.02849824
2021-03-31,SP500_ER,0.04190535
2021-04-30,SP500_ER,0.05121616
2021-05-31,SP500_ER,0.00517339
2021-06-30,SP500_ER,0.02256660
2021-07-30,SP500_ER,0.02251106
2021-08-31,SP500_ER,0.02872289
2021-09-30,SP500_ER,-0.04632453
2021-10-29,SP500_ER,0.06704527
2021-11-30,SP500_ER,-0.00351367
2021-12-31,SP500_ER,0.03806067
2022-01-31,SP500_ER,-0.05389880
2022-02-28,SP500_ER,-0.02613516
2022-03-31,SP500_ER,0.03925183
2022-04-29,SP500_ER,-0.08430278
2022-05-31,SP500_ER,-0.00108244
2022-06-30,SP500_ER,-0.08052926
2022-07-29,SP500_ER,0.08721002
2022-08-31,SP500_ER,-0.03925148
2022-09-30,SP500_ER,-0.08836105
2022-10-31,SP500_ER,0.07256384
2022-11-30,SP500_ER,0.05107494
2022-12-30,SP500_ER,-0.05951349
2023-01-31,SP500_ER,0.05351109
2023-02-28,SP500_ER,-0.02711686
2023-03-31,SP500_ER,0.03206857
2023-04-28,SP500_ER,0.01190614
2023-05-31,SP500_ER,-0.00074614
2023-06-30,SP500_ER,0.05801264
2023-07-31,SP500_ER,0.02926167
2023-08-31,SP500_ER,-0.02109816
2023-09-29,SP500_ER,-0.05113422
2023-10-31,SP500_ER,-0.02844974
2023-11-30,SP500_ER,0.08597814
2023-12-29,SP500_ER,0.04058127
2024-01-31,SP500_ER,0.01220648
2024-02-29,SP500_ER,0.04680634
2024-03-29,SP500_ER,0.02718930
2025-04-30,SP500_ER,0.04257948
2025-05-30,SP500_ER,0.06021241
2025-06-30,SP500_ER,0.04892519
2025-07-31,SP500_ER,0.01975572
2025-08-29,SP500_ER,0.01583601
2025-09-30,SP500_ER,0.03327530
2025-10-31,SP500_ER,0.02071606
2025-11-28,SP500_ER,-0.02292167
2026-02-27,SP500_ER,0.06607794
2026-03-31,SP500_ER,-0.05341065
2026-04-30,SP500_ER,0.00783777
2000-04-28,DAX_ER,-0.01208967
2000-05-31,DAX_ER,-0.02812951
2000-06-30,DAX_ER,-0.02207940
2000-07-31,DAX_ER,0.02879242
2000-08-31,DAX_ER,-0.00104298
2000-09-29,DAX_ER,-0.04128420
2000-10-31,DAX_ER,0.02268808
2000-11-30,DAX_ER,-0.06424705
2000-12-29,DAX_ER,0.00194405
2001-01-31,DAX_ER,0.02863092
2001-02-28,DAX_ER,-0.05410379
2001-03-30,DAX_ER,-0.04114786
2001-04-30,DAX_ER,0.04610936
2001-05-31,DAX_ER,-0.01236484
2001-06-29,DAX_ER,-0.01031029
2001-07-31,DAX_ER,-0.02247247
2001-08-31,DAX_ER,-0.07018523
2001-09-28,DAX_ER,-0.10140814
2001-10-31,DAX_ER,0.03243440
2001-11-30,DAX_ER,0.04771150
2001-12-31,DAX_ER,0.01886687
2002-01-31,DAX_ER,-0.00595205
2002-02-28,DAX_ER,-0.00826080
2002-03-29,DAX_ER,0.03197674
2002-04-30,DAX_ER,-0.03634886
2002-05-31,DAX_ER,-0.02816347
2002-06-28,DAX_ER,-0.04962980
2002-07-31,DAX_ER,-0.08545344
2002-08-30,DAX_ER,0.00039931
2002-09-30,DAX_ER,-0.12360298
2002-10-31,DAX_ER,0.05526036
2002-11-29,DAX_ER,0.02452884
2002-12-31,DAX_ER,-0.06698027
2003-01-31,DAX_ER,-0.02182256
2003-02-28,DAX_ER,-0.03354104
2003-03-31,DAX_ER,-0.01846693
2003-04-30,DAX_ER,0.07996107
2003-05-30,DAX_ER,0.00961177
2003-06-30,DAX_ER,0.03198215
2003-07-31,DAX_ER,0.03603604
2003-08-29,DAX_ER,0.00166957
2003-09-30,DAX_ER,-0.03340510
2003-10-31,DAX_ER,0.05611438
2003-11-28,DAX_ER,0.01204164
2003-12-31,DAX_ER,0.03058618
2004-01-30,DAX_ER,0.01095819
2004-02-27,DAX_ER,-0.00677463
2004-03-31,DAX_ER,-0.02202157
2004-04-30,DAX_ER,0.01335105
2004-05-31,DAX_ER,-0.00603041
2004-06-30,DAX_ER,0.01760749
2004-07-30,DAX_ER,-0.02371849
2004-08-31,DAX_ER,-0.01447063
2004-09-30,DAX_ER,0.01272984
2004-10-29,DAX_ER,0.00884544
2004-11-30,DAX_ER,0.01971125
2004-12-31,DAX_ER,0.01590380
2005-01-31,DAX_ER,-0.00012728
2005-02-28,DAX_ER,0.00751018
2005-03-31,DAX_ER,0.00101074
2005-04-29,DAX_ER,-0.01950019
2005-05-31,DAX_ER,0.03552809
2005-06-30,DAX_ER,0.01423333
2005-07-29,DAX_ER,0.03395024
2005-08-31,DAX_ER,-0.00711238
2005-09-30,DAX_ER,0.02387775
2005-10-31,DAX_ER,-0.01626632
2005-11-30,DAX_ER,0.03330765
2005-12-30,DAX_ER,0.02265558
2006-01-31,DAX_ER,0.02899607
2006-02-28,DAX_ER,0.01171854
2006-03-31,DAX_ER,0.01707790
2006-04-28,DAX_ER,0.00275438
2006-05-31,DAX_ER,-0.03470498
2006-06-30,DAX_ER,-0.00136806
2006-07-31,DAX_ER,-0.00246589
2006-08-31,DAX_ER,0.01724896
2006-09-29,DAX_ER,0.01463441
2006-10-31,DAX_ER,0.02645165
2006-11-30,DAX_ER,0.00274811
2006-12-29,DAX_ER,0.02823310
2007-01-31,DAX_ER,0.01629369
2007-02-28,DAX_ER,-0.00658123
2007-03-30,DAX_ER,0.01554094
2007-04-30,DAX_ER,0.04733176
2007-05-31,DAX_ER,0.04107151
2007-06-29,DAX_ER,0.00931174
2007-07-31,DAX_ER,-0.04140482
2007-08-31,DAX_ER,0.00348707
2007-09-28,DAX_ER,0.02010842
2007-10-31,DAX_ER,0.00953808
2007-11-30,DAX_ER,-0.01480182
2007-12-31,DAX_ER,0.01452187
2008-01-31,DAX_ER,-0.11109111
2008-02-29,DAX_ER,-0.01640672
2008-03-31,DAX_ER,-0.02332166
2008-04-30,DAX_ER,0.04169522
2008-05-30,DAX_ER,0.01168910
2008-06-30,DAX_ER,-0.07002451
2008-07-31,DAX_ER,0.00484053
2008-08-29,DAX_ER,-0.00947385
2008-09-30,DAX_ER,-0.06651897
2008-10-31,DAX_ER,-0.09528220
2008-11-28,DAX_ER,-0.05061104
2008-12-31,DAX_ER,0.01914005
2009-01-30,DAX_ER,-0.06533527
2009-02-27,DAX_ER,-0.06976086
2009-03-31,DAX_ER,0.03734408
2009-04-30,DAX_ER,0.10213359
2009-05-29,DAX_ER,0.01829431
2009-06-30,DAX_ER,-0.01607108
2009-07-31,DAX_ER,0.06938450
2009-08-31,DAX_ER,0.01577052
2009-09-30,DAX_ER,0.02481663
2009-10-30,DAX_ER,-0.03232733
2009-11-30,DAX_ER,0.02872288
2009-12-31,DAX_ER,0.03804673
2010-01-29,DAX_ER,-0.04063492
2010-02-26,DAX_ER,-0.00156429
2010-03-31,DAX_ER,0.06501958
2010-04-30,DAX_ER,-0.00124477
2010-05-31,DAX_ER,-0.01903467
2010-06-30,DAX_ER,-0.00057750
2010-07-30,DAX_ER,0.02374899
2010-08-31,DAX_ER,-0.02906813
2010-09-30,DAX_ER,0.03767004
2010-10-29,DAX_ER,0.04240896
2010-11-30,DAX_ER,0.00886763
2010-12-31,DAX_ER,0.02221394
2011-01-31,DAX_ER,0.01761426
2011-02-28,DAX_ER,0.01838480
2011-03-31,DAX_ER,-0.02212612
2011-04-29,DAX_ER,0.04216806
2011-05-31,DAX_ER,-0.02565874
2011-06-30,DAX_ER,0.00693811
2011-07-29,DAX_ER,-0.02132475
2011-08-31,DAX_ER,-0.14913408
2011-09-30,DAX_ER,-0.00875763
2011-10-31,DAX_ER,0.06056544
2011-11-30,DAX_ER,0.00149374
2011-12-30,DAX_ER,-0.02552777
2012-01-31,DAX_ER,0.06911167
2012-02-29,DAX_ER,0.04454601
2012-03-30,DAX_ER,0.00347918
2012-04-30,DAX_ER,-0.01040134
2012-05-31,DAX_ER,-0.05775560
2012-06-29,DAX_ER,0.00214085
2012-07-31,DAX_ER,0.05211378
2012-08-31,DAX_ER,0.01314454
2012-09-28,DAX_ER,0.04525078
2012-10-31,DAX_ER,-0.00696302
2012-11-30,DAX_ER,0.01544637
2012-12-31,DAX_ER,0.01931449
2013-01-31,DAX_ER,0.01556134
2013-02-28,DAX_ER,-0.00372196
2013-03-29,DAX_ER,0.00844209
2013-04-30,DAX_ER,0.00880443
2013-05-31,DAX_ER,0.04425792
2013-06-28,DAX_ER,-0.03585130
2013-07-31,DAX_ER,0.02155275
2013-08-30,DAX_ER,-0.00426597
2013-09-30,DAX_ER,0.03427401
2013-10-31,DAX_ER,0.04088249
2013-11-29,DAX_ER,0.03326412
2013-12-31,DAX_ER,0.01590823
2014-01-31,DAX_ER,-0.02629085
2014-02-28,DAX_ER,0.03038639
2014-03-31,DAX_ER,-0.00275188
2014-04-30,DAX_ER,-0.00428336
2014-05-30,DAX_ER,0.02878888
2014-06-30,DAX_ER,-0.00808138
2014-07-31,DAX_ER,-0.01998298
2014-08-29,DAX_ER,-0.00955414
2014-09-30,DAX_ER,-0.00279785
2014-10-31,DAX_ER,-0.01092965
2014-11-28,DAX_ER,0.05317753
