index,meta_best,baseline_g1
2022-11-09,1238.8577974744653,1155.2236301566388
2022-11-10,1198.3913644439094,1108.1435239359498
2022-11-11,1202.1322819910768,1112.4601688873477
2022-11-14,1205.263119996234,1115.6753802809528
2022-11-15,1193.011614811268,1103.393081473973
2022-11-16,1183.9235248736238,1093.717289587739
2022-11-17,1194.511872664225,1105.8519170185284
2022-11-18,1201.7687548661447,1114.1671614870056
2022-11-21,1202.758000981364,1115.2484136991507
2022-11-22,1193.4363056753512,1105.539586000077
2022-11-23,1183.87049090806,1095.3056087684397
2022-11-24,1183.87049090806,1095.3056087684397
2022-11-25,1183.87049090806,1095.3056087684397
2022-11-28,1183.87049090806,1095.3056087684397
2022-11-29,1194.2524410664003,1106.4736737941573
2022-11-30,1165.749234940954,1076.6869251674925
2022-12-01,1152.6831561015429,1063.0966269344804
2022-12-02,1151.2291998786077,1061.6165556108792
2022-12-05,1170.2317570504106,1080.6608464215892
2022-12-06,1163.8154531257512,1074.618109151149
2022-12-07,1142.6426744145044,1054.1531757689154
2022-12-08,1156.405630131896,1067.596510118992
2022-12-09,1171.87377375798,1079.0768392739556
2022-12-12,1177.5336733771412,1083.2892136812595
2022-12-13,1147.5194631871068,1060.9077296669282
2022-12-14,1141.431187032487,1056.072525084271
2022-12-15,1140.4700836589436,1055.3025830558045
2022-12-16,1147.237328166727,1060.8975085663799
2022-12-19,1166.3283962878356,1077.2118346670427
2022-12-20,1186.5563954491363,1093.9893971243057
2022-12-21,1181.6508367816016,1090.2217780348396
2022-12-22,1186.9461150488846,1094.559228405742
2022-12-23,1196.0523137413986,1102.6748314703168
2022-12-26,1196.0523137413986,1102.6748314703168
2022-12-27,1196.0523137413986,1102.6748314703168
2022-12-28,1205.5322993533453,1111.365357830222
2022-12-29,1193.5559951482146,1100.8637744124849
2022-12-30,1204.8245664779026,1111.0273482882055
2023-01-02,1204.8245664779026,1111.0273482882055
2023-01-03,1204.8245664779026,1111.0273482882055
2023-01-04,1187.2258156499358,1095.9853789837102
2023-01-05,1202.3885902727147,1109.3956636215103
2023-01-06,1156.6017606180135,1068.3916704755507
2023-01-09,1151.8220827921039,1063.7574906128482
2023-01-10,1163.7917731459652,1077.5010335426548
2023-01-11,1150.6482429556509,1063.062800822645
2023-01-12,1131.6047313572215,1042.5174263498714
2023-01-13,1143.853356773826,1055.2914930299892
2023-01-16,1143.853356773826,1055.2914930299892
2023-01-17,1143.853356773826,1055.2914930299892
2023-01-18,1109.1569174719907,1021.0906122644931
2023-01-19,1114.431866519282,1026.7338472695535
2023-01-20,1127.3213866359604,1040.4562477240745
2023-01-23,1134.09738533749,1047.4872367445023
2023-01-24,1126.364399431466,1039.4166563777446
2023-01-25,1123.0157125946598,1035.8656573112353
2023-01-26,1112.4053203579756,1025.2911442148672
2023-01-27,1109.1743511188918,1021.9747871796139
2023-01-30,1102.1530929930805,1014.2514001273927
2023-01-31,1107.6068254182298,1020.3968891961608
2023-02-01,1125.4142855323769,1040.254847869669
2023-02-02,1130.2120095564544,1045.6163630192752
2023-02-03,1102.4299146574579,1015.197790270196
2023-02-06,1073.9496949285035,991.1044392122881
2023-02-07,1069.0048121396107,987.1138222554844
2023-02-08,1079.5773793456087,996.0414360781805
2023-02-09,1066.4762677881806,984.5238356220248
2023-02-10,1051.5530151608943,971.7944565524679
2023-02-13,1044.181132839879,966.3499412035094
2023-02-14,1059.6259439513813,978.5628049543892
2023-02-15,1071.088200424102,988.6153470368154
2023-02-16,1083.33905948253,997.7104603192449
2023-02-17,1073.181666827548,989.9924477628597
2023-02-20,1073.181666827548,989.9924477628597
2023-02-21,1073.181666827548,989.9924477628597
2023-02-22,1067.676672021352,985.9025431934313
2023-02-23,1058.3550405719916,978.8354119166602
2023-02-24,1079.9285807922442,995.324359957684
2023-02-27,1070.0815560567032,987.6075080468505
2023-02-28,1073.3900462607905,990.0842597265814
2023-03-01,1095.3840653721425,1007.1596609233989
2023-03-02,1113.573762543411,1021.8204064092173
2023-03-03,1092.2678637634301,1003.0157083041926
2023-03-06,1093.0029534137295,1003.518134695963
2023-03-07,1099.5765170117738,1008.2214244030824
2023-03-08,1108.653775714952,1014.7431077131964
2023-03-09,1070.055351308439,985.1637966991609
2023-03-10,1021.4740322615086,947.4891376262367
2023-03-13,985.8682814481623,919.2830274674037
2023-03-14,1002.995910436147,935.4066673823736
2023-03-15,970.2178478568505,902.9390974865455
2023-03-16,985.4312901697019,919.1806020539326
2023-03-17,967.4451042361429,900.552709659571
2023-03-20,973.3302779609571,906.8752846290945
2023-03-21,984.528649040697,919.1112255185468
2023-03-22,967.2040054549823,900.9671828974577
2023-03-23,963.4493750473954,896.844520771742
2023-03-24,959.9458753845764,892.9884536140934
2023-03-27,973.8797200865514,907.8428909739943
2023-03-28,978.6758229834558,912.9332495444112
2023-03-29,980.1333038483941,914.4159829065668
2023-03-30,979.7193090331045,913.9740418981629
2023-03-31,971.9912207943576,905.264608132938
2023-04-03,965.7990584322116,898.0537972550335
2023-04-04,975.6561890940475,907.6824380939181
2023-04-05,977.9878723862575,909.861513562185
2023-04-06,978.8565301020788,910.619100971274
2023-04-07,978.8565301020788,910.619100971274
2023-04-10,978.8565301020788,910.619100971274
2023-04-11,978.0329149831676,909.8039466920662
2023-04-12,984.6198724250451,916.2875589108895
2023-04-13,977.4908218874765,910.1343963629265
2023-04-14,964.5119741766614,898.775118955579
2023-04-17,951.9110065199644,887.4101522039176
2023-04-18,954.8028856507626,890.1196856039629
2023-04-19,951.7489624845149,887.2911176917814
2023-04-20,961.8453089365978,895.9951213924871
2023-04-21,955.3623887425421,890.3088088565786
2023-04-24,970.0050441136318,903.1290406994736
2023-04-25,986.3357315720993,918.0116175824511
2023-04-26,977.3938893596572,910.7702899688052
2023-04-27,959.9516373059446,896.4919154209771
2023-04-28,977.839453950593,911.6875129015903
2023-05-01,953.0545239615984,891.1001116404552
2023-05-02,973.7086568009968,912.7431854371243
2023-05-03,990.8214793295062,928.3138808556856
2023-05-04,986.6808754527781,924.5107746813014
2023-05-05,976.1630030389689,914.8892627132072
2023-05-08,965.1655934226435,904.8807711930264
2023-05-09,963.4179894605387,903.3410653270905
2023-05-10,978.1880560703497,916.2262705688853
2023-05-11,984.2578912231561,921.3786329975104
2023-05-12,967.900048628694,907.5108110265129
2023-05-15,963.1981113054813,903.5576044719056
2023-05-16,956.6190024550947,897.4317635081171
2023-05-17,949.1543439340351,890.0978710839822
2023-05-18,934.9326028518393,875.9976967167588
2023-05-19,927.8707666196207,868.2908905070144
2023-05-22,924.1147245352414,863.9855331729773
2023-05-23,927.8095283875971,868.0537672540946
2023-05-24,918.9902335868665,857.706716503458
2023-05-25,904.9689339546408,841.3452507647485
2023-05-26,905.2942873665914,841.7198630695607
2023-05-29,905.2942873665914,841.7198630695607
2023-05-30,905.2942873665914,841.7198630695607
2023-05-31,897.3365652531988,834.4900749115805
2023-06-01,886.6837400692121,824.6321717559255
2023-06-02,911.2995911939746,847.7381193987045
2023-06-05,908.0368501093839,844.6989741668178
2023-06-06,905.070888943245,841.9399127574135
2023-06-07,929.59728573802,865.1127530682237
2023-06-08,914.6287572300114,851.1529165890263
2023-06-09,921.7106744146558,857.7011914830587
2023-06-12,919.7170531999304,855.8050514936108
2023-06-13,936.0570604345235,871.4684424410005
2023-06-14,932.498463129882,867.9616794855658
2023-06-15,919.2974930808548,855.2304651585479
2023-06-16,930.5274240643579,865.8606753778956
2023-06-19,930.5274240643579,865.8606753778956
2023-06-20,930.5274240643579,865.8606753778956
2023-06-21,931.8656064336337,867.1234180432944
2023-06-22,947.3298478362273,882.1323149211954
2023-06-23,937.3684590828318,872.530904711763
2023-06-26,933.1919718385011,868.5302862487198
