,baseline_daily_pct,dmom_daily_pct,w_dmom
2003-07-29,-0.5,-0.010522483532312688,0.021044967064625376
2003-07-30,-0.25,-0.005220674786644188,0.020882699146576752
2003-07-31,0.275,0.005666421274040468,0.020605168269238062
2003-08-01,-0.975,-0.020108074018416414,0.020623665659914272
2003-08-04,0.075,0.0015322436772511998,0.020429915696682663
2003-08-05,-2.075,-0.041059808713219056,0.01978785962082846
2003-08-06,0.5464329318135761,0.010699124747508032,0.01957994133332762
2003-08-07,0.0,0.0,0.020083665546245646
2003-08-08,0.0,0.0,0.01996727530785988
2003-08-11,0.0,-0.0,-0.004799414275499582
2003-08-12,0.0,0.0,0.02099383759137257
2003-08-13,-0.0035702635966589516,-7.590382198897906e-05,0.021260005020360337
2003-08-14,0.3,0.006335017385898151,0.021116724619660503
2003-08-15,0.272659805660054,0.005819836399974489,0.021344680364184403
2003-08-18,0.825,0.017652865397628142,0.021397412603185628
2003-08-19,0.425,0.009455796702231479,0.022248933417015244
2003-08-20,-0.4,0.0019783607883899312,-0.004945901970974828
2003-08-21,0.3,-0.0015152520150235522,-0.005050840050078507
2003-08-22,-0.95,0.004760258710266678,-0.005010798642385977
2003-08-25,0.125,0.0027746638665990704,0.022197310932792563
2003-08-26,0.175,0.00389961949587863,0.022283539976449315
2003-08-27,0.025,0.0005644524903931242,0.02257809961572497
2003-08-28,0.55,-0.0028780949546659195,-0.0052328999175743985
2003-08-29,0.65,-0.0033493680500972264,-0.005152873923226502
2003-09-01,0.0,0.0,0.02237655920551326
2003-09-02,1.425,-0.007336275435487623,-0.0051482634635000865
2003-09-03,0.4965699438159118,-0.0024495671463971662,-0.00493297505598782
2003-09-04,0.25,-0.0012154231466968142,-0.004861692586787257
2003-09-05,-1.2,-0.033135142651186195,0.0276126188759885
2003-09-08,1.65,0.04057448869770613,0.024590599210730986
2003-09-09,-1.3,-0.03582156576457603,0.027555050588135406
2003-09-10,-2.1,-0.05176948600166734,0.02465213619127016
2003-09-11,0.65,0.015705247804663997,0.024161919699483073
2003-09-12,0.25,0.006146165329759241,0.024584661319036964
2003-09-15,-0.8,-0.01968168575670325,0.02460210719587906
2003-09-16,3.04665661432837,0.06637269029286724,0.0217854188032605
2003-09-17,-0.225,-0.005401109256383965,0.024004930028373176
2003-09-18,1.175,0.027621826589006165,0.023507937522558437
2003-09-19,-0.42831969278203785,-0.010757688911384063,0.025116026866545235
2003-09-22,-2.35,-0.056153938089851224,0.02389529280419201
2003-09-23,0.8466651637748666,0.019523156457019537,0.023058887140195203
2003-09-24,-1.825,-0.04148410830294631,0.02273101824818976
2003-09-25,-0.95,-0.021540577954410146,0.02267429258358963
2003-09-26,-0.32835065254248436,-0.007161452154305819,0.0218103789313445
2003-09-29,0.0,0.0,0.0215980949859546
2003-09-30,0.0,0.0,0.021893056757779125
2003-10-01,0.0,0.0,0.022232904570233046
2003-10-02,0.0,0.0,0.023523512747878863
2003-10-03,-0.003332165062415619,-7.780857029138696e-05,0.02335075508983953
2003-10-06,0.5,0.01172835407083119,0.02345670814166238
2003-10-07,0.375,0.00893762862742736,0.023833676339806292
2003-10-08,-0.225,-0.005324567123930106,0.023664742773022693
2003-10-09,0.35,0.008183813326926614,0.0233823237912189
2003-10-10,0.2,0.00466624003640201,0.02333120018201005
2003-10-13,0.4,0.009275767573439174,0.023189418933597935
2003-10-14,0.29676196675388056,0.006896246737843389,0.02323831053311083
2003-10-15,-0.6,-0.013889326868318895,0.023148878113864825
2003-10-16,0.95,0.021059373194259663,0.022167761257115434
2003-10-17,-2.3,-0.05035387648607848,0.021892989776555863
2003-10-20,1.5,0.03085086011723296,0.020567240078155306
2003-10-21,-0.35,-0.00761992096556036,0.021771202758743887
2003-10-22,-2.6,-0.05233372812329846,0.020128356970499407
2003-10-23,-0.40323688976925587,-0.007649791153991755,0.018970960614167004
2003-10-24,0.15,0.0028077295703709203,0.018718197135806136
2003-10-27,0.075,0.0014246296524689386,0.01899506203291918
2003-10-28,1.4,0.025887727523678083,0.018491233945484346
2003-10-29,0.15,0.00298858752709118,0.019923916847274535
2003-10-30,0.225,-0.0010587726420937362,-0.0047056561870832715
2003-10-31,0.1,0.001993353091513165,0.01993353091513165
2003-11-03,0.475,0.00947091592843311,0.019938770375648653
2003-11-04,-0.20316466594129234,-0.004096575319243834,0.020163817858109268
2003-11-05,0.25,0.004925931737513568,0.019703726950054273
2003-11-06,1.0,0.019712287563434742,0.019712287563434742
2003-11-07,-1.6,-0.032219575894808526,0.02013723493425533
2003-11-10,-0.85,-0.016521946383627417,0.019437583980738138
2003-11-11,-0.1,-0.001964485158621691,0.01964485158621691
2003-11-12,2.246867434693723,0.04036977253844792,0.017967135895558893
2003-11-13,0.1,0.0019927526087744566,0.019927526087744566
2003-11-14,-0.9057063896981732,-0.01797577837548539,0.019847246944427344
2003-11-17,-1.1,-0.021332312884350252,0.019393011713045683
2003-11-18,-2.1530945050261288,-0.03944065773927512,0.018318126606707626
2003-11-19,0.825,0.014268283825697071,0.01729488948569342
2003-11-20,-0.9,-0.01598343698531527,0.017759374428128076
2003-11-21,0.425,0.007431711936372038,0.017486381026757737
2003-11-24,1.325,0.02358951098299884,0.017803404515470824
2003-11-25,0.375,0.007029734388780472,0.01874595837008126
2003-11-26,0.35,0.006629280422816374,0.018940801208046785
2003-11-27,0.0,0.0,0.019384066889396038
2003-11-28,0.1,-0.00045051457379977067,-0.004505145737997707
2003-12-01,1.125,0.02152679929816146,0.019134932709476853
2003-12-02,-0.20284425458502822,0.0009314373109728073,-0.004591884117587208
2003-12-03,-0.4,-0.008437520286014969,0.02109380071503742
2003-12-04,0.9,0.01896559716105377,0.02107288573450419
2003-12-05,-1.45,-0.03070035899011481,0.021172661372492973
2003-12-08,1.35,0.02817248367566204,0.020868506426416324
2003-12-09,-1.7,0.009267761872863985,-0.005451624631096462
2003-12-10,0.05,0.001151540802946373,0.02303081605892746
2003-12-11,2.297212397826716,0.05086272263535467,0.022141062221096092
2003-12-12,0.15,0.003876146263584746,0.025840975090564974
2003-12-15,-0.5027891099700319,-0.012728312033083897,0.025315409146078268
2003-12-16,1.2,0.030808527761629442,0.025673773134691203
2003-12-17,0.55,0.014422347638794039,0.026222450252352796
2003-12-18,2.45,0.06262217078024875,0.025560069706223976
2003-12-19,-0.6,-0.01672114376403683,0.027868572940061388
2003-12-22,1.45,0.03884996317209919,0.02679307804972358
2003-12-23,0.15,0.004156093887347713,0.02770729258231809
2003-12-24,-0.1,-0.0027927279583658984,0.02792727958365898
